Text;Created-At;Id
Sejak Patung Arjuna Wijaya diubah jadi besi, makin hilang pesonanya. Kini jadi Patung Kuda Indosat. Bukan Patung Kuda Pesona ;14/11/2022;1,59E+35
RT ;14/11/2022;1,59E+35
07.22 Polri Sat Gatur Dit Lantas PMJ membantu pengendara sepeda motor yg mengalami ganggun mesin di sekitar Bundaran Patung Kuda Indosat Jakpus ;14/11/2022;1,59E+34
Jl Gajah Mada di perempatan Jl Sukarjo Wiryopranoto ke Jl Kyai Haji Zainul Arifin sudah dipasangi benteng beton terkait proyek. Apakah kebijakan Ga-Ge di area itu akan ditinjau, ;14/11/2022;1,59E+34
Jadwal Simling Polres Metro Bekasi Kota Bulan November 2022, Sebagai Berikut : ;14/11/2022;1,59E+35
Kecelakaan kendaraan roda 4. Mohon di bantu evakuasi pak Polisi ;14/11/2022;1,59E+34
RT ;14/11/2022;1,59E+35
Cek kembali apakah pagar, pintu & jendela rumah sudah terkunci dengan baik sebelum beranjak istirahat malam hari ini. ;13/11/2022;1,59E+34
23.02 Polri Sat Lantas Jakut gabung jajaran Polres melakukan Apel Cipkon didepan Halaman Mapolres guna cegah adanya gangguan Kamtibmas di Wilayah Hukum Jakarta Utara ;13/11/2022;1,59E+35
RT ;13/11/2022;1,59E+35
21.46 Imbas Proyek Peraspalan Jalan depan gedung Nindya MT Haryono arah Pancoran terjadi kepadatan, bagi pengendara agar menjaga jarak aman kendaraan anda ;13/11/2022;1,59E+35
20.58 Situasi arus lalu lintas Traffic Light Asia Afrika Jakarta Pusat terpantau ramai lancar ;13/11/2022;1,59E+35
RT ;13/11/2022;1,59E+35
20.06 Situasi arus lalu lintas Bundaran Pondok Indah Jakarta Selatan terpantau ramai lancar. ;13/11/2022;1,59E+35
20.06 Situasi arus lalu lintas Bundaran Pondok Indah Jakarta Selatan terpantau ramai lancar ;13/11/2022;1,59E+35
Perhatikan itu orang pada jalan di jalanan karena trotoarnya penuh sama motor! Masih berlaku larangan dilarang parkir dan fungsi trotoar sebenarnya? ;13/11/2022;1,59E+35
Dan ini situasi malam hari, hari Minggu: gimana gak macet pak?!  Apa kerja ;13/11/2022;1,59E+35
RT ;13/11/2022;1,59E+35
Tol Cikupa mengarah Tangerang sangat padat ;13/11/2022;1,59E+35
17.36 Situasi arus lalu lintas di Traffic light Cempaka Putih terpantau ramai lancar. ;13/11/2022;1,59E+35
17.36 Situasi arus lalu lintas di Traffic light Cempaka Putih terpantau ramai lancar. ;13/11/2022;1,59E+35
17.07 Situasi arus lalu lintas di Traffic light Lebak Bulus menuju arah Pondok Indah terpantau ramai lancar. ;13/11/2022;1,59E+35
16.17 Situasi arus lalu lintas di Gerbang Tol Senayan menuju arah Tomang terpantau ramai lancar. ;13/11/2022;1,59E+35
16.17 Situasi arus lalu lintas di Gerbang Tol Senayan menuju arah Tomang terpantau ramai lancar. ;13/11/2022;1,59E+35
RT ;13/11/2022;1,59E+34
16.08 Situasi arus lalu lintas di Traffic light Pasar Rebo Jaktim terpantau ramai lancar. ;13/11/2022;1,59E+35
15.49 Situasi arus lalu lintas di Traffic light Bundaran Pondok Indah Jaksel terpantau ramai lancar. ;13/11/2022;1,59E+34
Luar biasa parkir liar dpn Gandaria City Mall makan satu jalur jalan, sekian kali lapor cuma tindakan musiman & tdk ada efek JERA! Gini kerjanya Sudin tdk bekerja konsisten menindak pelanggar lalin? Gak ada koordinasi antar ;13/11/2022;1,59E+35
13.05 Situasi arus lalu lintas di Ruas Tol Jakarta-Tangerang (kemanggisan) terpantau ramai lancar. ;13/11/2022;1,59E+35
13.48 Kegiatan Penyampaian Pendapat  di depan Kantor Kedutaan Besar Republik Rakyat China Jl. DR. Ide Anak Agung Gde Agung, Kuningan Jakarta Selatan. ;13/11/2022;1,59E+35
12.47 Situasi arus lalu lintas di Ruas Tol JORR KM 17+200 Veteran terpantau ramai lancar. ;13/11/2022;1,59E+35
Bagi orang tua agar lebih bijaksana dalam memberikn izin kepada anak yang belum cukup umur untuk berkendara kendaraan bermotor. ;13/11/2022;1,59E+35
11.44 Situasi arus lalu lintas di Ruas Tol Dalam Kota (Semanggi) terpantau ramai lancar, cuaca saat ini hujan. ;13/11/2022;1,59E+35
RT ;13/11/2022;1,59E+35
10.34 Situasi arus lalu lintas di Jl Gatot Subroto menuju arah Semanggi terpantau lancar. ;13/11/2022;1,59E+35
