Created-At,From-User-Id,Text
1/9/2023,77647129,"@TMCPoldaMetro Biar apa sih ngerokok sambil naik motor!? Kalo ngerokoknya nanti, bisa langsung mati ya, lo?! Apalagi miris bgt ngeliat bapak2 yg lgi nganterin anaknya sekolah SD, sambil ngerokok! Gapaham lagi???"
1/9/2023,487784961,"@TMCPoldaMetro Cengar-cengir ditegur petugas. Giliran ditegur orang biasa malah sewot gak terima. Harusnya ditilang pak, kasih denda. Lumayan buat pemasukan negara."
1/9/2023,7.02E+17,"#Polisi #Jakarta #DKIJakarta @TMCPoldaMetro: '22.05 Situasi arus lalu lintas Traffic Light Harmoni Jakarta Pusat terpantau lancar ' https://t.co/QVj37ADtus, see more https://t.co/oJIVLJEX4N"
1/9/2023,1.54E+18,RT @TMCPoldaMetro: 18.11 #Polri Dit Lantas PMJ melakukan peneguran kepada Pengemudi Mobil yang menghisap rokok saat berkendara dikarenakan…
1/9/2023,561677977,@TMCPoldaMetro Ketok aja pake dodolipet
1/9/2023,7.59E+17,"@TMCPoldaMetro Knp gak ditilang? Ini bukan humanis tapi membiarkan pelanggaran terjadi tanpa sanksi hukum, akan jadi contoh yg buruk bagi masyarakat"
1/9/2023,71218108,"RT @TMCPoldaMetro: Info Orang Hilang :
@Rini_Arida
https://t.co/y8UroFhsi3"
1/9/2023,1.59E+18,"@TMCPoldaMetro Supir dan penumpang di tegur juga pak , semua kendaraan tanpa terkecuali .
tlong pak Polisi di bikin peraturan di larang merokok di kendaraan. terimakasih"
1/9/2023,564611098,@fawrynashr @TMCPoldaMetro faw coba lihat lebih detil lagi deh... itu gak pake plat nomer tapi gak ditilang anjiiir
1/9/2023,2159088661,"@windian80782392 @TMCPoldaMetro Rasa sakit itu bisa cepat hilang, tapi rasa malu yg mungkin tidak bisa dilupakan. jawabannya B. Malu"
1/9/2023,2562891349,RT @TMCPoldaMetro: 17.43 #Polri Dit Lantas PMJ melakukan peneguran kepada Pengendara Sepeda Motor yang menghisap rokok saat berkendara dika…
1/9/2023,19581185,RT @TMCPoldaMetro: 22.03 Situasi arus lalu lintas Traffic Light Kebon Sirih Jakarta Pusat terpantau ramai lancar https://t.co/S1YFLho68I
1/9/2023,602389514,"@TMCPoldaMetro Langsung Penjarain, Pak"
1/9/2023,344660406,"@TMCPoldaMetro Saya perokok juga sebel kl liat orng naek motor smbil ngrokok,dah kayak kl gak ngroko motor gak mau jalan apa ya?"
1/9/2023,1571687120,"@TMCPoldaMetro Humanis terusss...
Klo ada korban...
Humanis lagi..."
1/9/2023,296476161,RT @TMCPoldaMetro: 17.43 #Polri Dit Lantas PMJ melakukan peneguran kepada Pengendara Sepeda Motor yang menghisap rokok saat berkendara dika…
1/9/2023,253408087,@TMCPoldaMetro Sangat setuju
1/9/2023,256458579,"RT @TMCPoldaMetro: 06.59 Situasi arus lalu lintas di Tl Pasar Segar Cinere Depok, dari arah Limo menuju Jakarta dan sebaliknya terpantau la…"
1/9/2023,1.22E+18,@giginpraginanto @TMCPoldaMetro semangat
1/9/2023,1.16E+18,"RT @senkomdesari: 06:41 WIB, Situasi lalin KM 01+100 Arah Andara-Brigif Lancar dan arah Antasari-Fatmawati/Tol Jorr Lancar Namun adanya Ant…"
1/9/2023,45759950,"@TMCPoldaMetro Bsk  tolong mobil plat hitam berstrobo pak,prilakuya sangat menggangu dan membahayakan"
1/9/2023,1.25E+18,@TMCPoldaMetro Yang sambil main hp juga pingin gue seruduk
1/9/2023,1.42E+18,RT @TMCPoldaMetro: 15.14 #Polri Satlantas Jakpus membantu Pengemudi Mobil yang kendaraannya mengalami kehabisan air Radiator di Traffic Lig…
1/9/2023,7.02E+17,"#Polisi #Jakarta #DKIJakarta @TMCPoldaMetro: '19.41 Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 09+200 Senayan arah Tomang maupun Sebaliknya terpantau padat. ' https://t.co/AnokaJOgqJ, see more https://t.co/oJIVLJEX4N"
1/9/2023,185186059,"Ga bisa berword word lagi. Itu bapak kalau skill mengemudi melintasi macetnya jakarta ga mumpuni, bisa kali ga usah maki-maki gue. Dia yg ga bisa nyari jalan biar bisa maju, gue yg dimaki. Tolong pak polisi kalau saya nemu yg begini di jalan enaknya saya apain? @TMCPoldaMetro https://t.co/MrXWANodSj"
1/9/2023,51765032,"RT @TMCPoldaMetro: Jangan jadikan jalanan yg sepi utk ajang balap liar, krn membahayakan diri sendiri & orang lain. https://t.co/2OOpVMMz"
1/9/2023,74338083,"@TMCPoldaMetro Bapak knp minta maaf ?, harusnya mereka2 yg bersujud guling2 yg minta maaf ?."
1/9/2023,322379988,@TMCPoldaMetro Kalau yg negur Polisi aja masih bisa senyum sembari kasih jempol. Coba kalau sesama pengguna jalan yg menegur.....
1/9/2023,1.47E+18,@Mulyana_oe @TMCPoldaMetro Otaknya model asbak
1/9/2023,1.47E+18,@uukonen @TMCPoldaMetro Otak Model Asbak ya gini kelakuannya
1/9/2023,1.18E+18,"@TMCPoldaMetro Klo nggak pakai helm yg rugi diri sendiri, klo merokok sambil naik kendaraan yg rugi orang lain.. hukumannya harus lebih berat."
1/9/2023,1.06E+18,RT @TMCPoldaMetro: 18.11 #Polri Dit Lantas PMJ melakukan peneguran kepada Pengemudi Mobil yang menghisap rokok saat berkendara dikarenakan…
1/9/2023,244040223,RT @TMCPoldaMetro: 18.11 #Polri Dit Lantas PMJ melakukan peneguran kepada Pengemudi Mobil yang menghisap rokok saat berkendara dikarenakan…
1/9/2023,61412091,@TMCPoldaMetro Suruh buang puntungnya ke dalem ateuh Pak!
1/9/2023,98545958,@TMCPoldaMetro Panik tapi hidup harus tetap bergulir
1/9/2023,9.67E+17,@TMCPoldaMetro Tilang Pak! Takut?
1/9/2023,4647568310,"@my_mayakt @ubegebe1 @TMCPoldaMetro Merasa kaya gk boleh disalip.
Yg pasti Dusalipkan aja"
1/9/2023,478465816,@TMCPoldaMetro Siapa yang salah siapa yang minta maap ??
1/9/2023,82579436,@TMCPoldaMetro Ngapa ga ditilang??? Sangat humanis sekali ?
1/9/2023,236309833,RT @TMCPoldaMetro: 07.48 Situasi arus lalu lintas di persimpangan rel kereta api Stasiun Grogol dari arah Grogol menuju Latumenten terpanta…
1/9/2023,180696019,"19.48 #LalinSonora
Situasi arus lalu lintas di Traffic Light Salemba Jakpus menuju arah Matraman terpantau padat. @TMCPoldaMetro https://t.co/Yoaq7CUrXN"
1/9/2023,180696019,"19.48 #LalinSonora
Situasi arus lalu lintas di Traffic Light Pejaten Jaksel terpantau ramai lancar. @TMCPoldaMetro https://t.co/vfTjmVLCCG"
1/9/2023,180696019,"19.47 #LalinSonora
Situasi arus lalu lintas di Ruas Tol Dalam Kota KM 09+200 Senayan arah Tomang maupun Sebaliknya terpantau padat.  @TMCPoldaMetro https://t.co/eVTGVpZtWV"
1/9/2023,236309833,"RT @TMCPoldaMetro: 06.59 Situasi arus lalu lintas di Tl Pasar Segar Cinere Depok, dari arah Limo menuju Jakarta dan sebaliknya terpantau la…"
1/9/2023,73110629,"RT @SonoraFM92: 12.55 #InfoSonora

Info Orang Hilang :
Nama : Winda Silvia (31 tahun) membawa anaknya yg berusia 2 tahun, hilang sejak 2 Ja…"
1/9/2023,1032995718,@TMCPoldaMetro Kan udah ada aturan tilangnya…
1/9/2023,350265211,@TMCPoldaMetro Yg sambil maen hp juga byk Pak. malah ada yg sambil video call an ?
1/9/2023,1.41E+18,RT @TMCPoldaMetro: 19.24 Situasi arus lalu lintas di Traffic Light Pejaten Jaksel terpantau ramai lancar. https://t.co/0D7KNJ9gZz
